iteration,reward_mean,length_mean,games,loss
30000,-1.0,2.0,12,0.0395515151321888
30500,-1.0,2.0,9,0.060399267822504044
31000,-1.0,2.0,11,0.07767447084188461
31500,-1.0,2.0,10,0.04496147856116295
32000,-1.0,2.0,11,0.05971205234527588
32500,-0.91,2.09,11,0.0634806901216507
33000,-1.0,2.0,10,0.06533007323741913
33500,-0.9,2.1,10,0.0773945078253746
34000,-1.0,2.0,8,0.0652439072728157
34500,-0.9,2.1,10,0.0598340705037117
35000,-1.0,2.0,10,0.059575341641902924
35500,-1.0,2.0,9,0.05813845992088318
36000,-1.0,2.0,12,0.06956993043422699
36500,-0.88,2.12,8,0.0653032511472702
37000,-1.0,2.0,9,0.06269049644470215
37500,-1.0,2.0,9,0.04538530111312866
38000,-1.0,2.0,12,0.06292074173688889
38500,-1.0,2.0,9,0.06028382480144501
39000,-1.0,2.0,10,0.07978203892707825
39500,-1.0,2.0,8,0.04395320266485214
40000,-1.0,2.0,8,0.057349734008312225
40500,-1.0,2.0,9,0.057818081229925156
41000,-1.0,2.0,8,0.05399899184703827
41500,-1.0,2.0,8,0.07364995777606964
42000,-1.0,2.0,10,0.0688239112496376
42500,-0.88,2.12,8,0.05441766232252121
43000,-1.0,2.0,9,0.07561440765857697
43500,-0.9,2.1,10,0.06590809673070908
44000,-1.0,2.0,8,0.07357405871152878
44500,-1.0,2.0,8,0.06371313333511353
45000,-1.0,2.0,10,0.06033352389931679
45500,-1.0,2.0,8,0.07055113464593887
46000,-1.0,2.0,11,0.057720813900232315
46500,-1.0,2.0,8,0.04381507635116577
47000,-1.0,2.0,8,0.06471821665763855
47500,-0.78,2.22,9,0.05955842137336731
48000,-1.0,2.0,10,0.07913000881671906
48500,-1.0,2.0,9,0.05655570328235626
49000,-1.0,2.0,8,0.05199405923485756
49500,-1.0,2.0,8,0.06402881443500519
50000,-0.89,2.11,9,0.06066487357020378
50500,-1.0,2.0,9,0.07672393321990967
51000,-0.88,2.12,8,0.06161634624004364
51500,-1.0,2.0,9,0.07358485460281372
52000,-0.7,2.3,10,0.06350292265415192
52500,-1.0,2.0,10,0.07949154078960419
53000,-1.0,2.0,8,0.0764608085155487
53500,-1.0,2.0,11,0.08272391557693481
54000,-1.0,2.0,10,0.056883979588747025
54500,-1.0,2.0,9,0.08156092464923859
55000,-0.89,2.11,9,0.0693594440817833
55500,-1.0,2.0,9,0.06609680503606796
56000,-1.0,2.0,10,0.06974659115076065
56500,-1.0,2.0,8,0.07558766007423401
57000,-1.0,2.0,8,0.04667975753545761
57500,-1.0,2.0,8,0.0736469179391861
58000,-1.0,2.0,8,0.07148135453462601
58500,-1.0,2.0,10,0.06203032284975052
59000,-1.0,2.0,10,0.06874606758356094
59500,-0.89,2.11,9,0.058547746390104294
60000,-1.0,2.0,9,0.04837464168667793
60500,-1.0,2.0,9,0.06087440997362137
61000,-1.0,2.0,10,0.06114393472671509
61500,-0.89,2.11,9,0.05414720997214317
62000,-1.0,2.0,9,0.06836824864149094
62500,-1.0,2.0,8,0.07610727846622467
63000,-1.0,2.0,9,0.07472807914018631
63500,-1.0,2.0,9,0.0666554868221283
64000,-1.0,2.0,8,0.06971624493598938
64500,-1.0,2.0,9,0.06523033231496811
65000,-0.89,2.11,9,0.061646029353141785
65500,-1.0,2.0,9,0.06614121049642563
66000,-1.0,2.0,11,0.0734151154756546
66500,-0.9,2.1,10,0.06084480881690979
67000,-1.0,2.0,9,0.06303071230649948
67500,-1.0,2.0,9,0.06432037055492401
68000,-1.0,2.0,9,0.07498589158058167
68500,-1.0,2.0,9,0.07241009920835495
69000,-0.9,2.1,10,0.046629615128040314
69500,-0.89,2.11,9,0.04339973255991936
70000,-1.0,2.0,9,0.07690909504890442
70500,-1.0,2.0,8,0.08409076929092407
71000,-0.88,2.12,8,0.07971438765525818
71500,-0.9,2.1,10,0.05657496675848961
72000,-1.0,2.0,8,0.0623914897441864
72500,-1.0,2.0,10,0.08136705309152603
73000,-1.0,2.0,8,0.046139441430568695
73500,-1.0,2.0,9,0.05547846853733063
74000,-1.0,2.0,10,0.06235703080892563
74500,-1.0,2.0,9,0.06291511654853821
75000,-1.0,2.0,8,0.060994118452072144
75500,-1.0,2.0,8,0.0746215209364891
76000,-1.0,2.0,11,0.059295035898685455
76500,-1.0,2.0,10,0.05911027640104294
77000,-1.0,2.0,11,0.05678261071443558
77500,-1.0,2.0,9,0.05479653179645538
78000,-1.0,2.0,8,0.07521243393421173
78500,-1.0,2.0,9,0.06806531548500061
79000,-1.0,2.0,9,0.08201968669891357
79500,-1.0,2.0,9,0.06657364964485168
80000,-1.0,2.0,8,0.06157607585191727
80500,-1.0,2.0,9,0.05508355051279068
81000,-1.0,2.0,8,0.0785737931728363
81500,-0.92,2.08,13,0.04433147609233856
82000,-1.0,2.0,10,0.05651687830686569
82500,-1.0,2.0,10,0.05520512908697128
83000,-1.0,2.0,8,0.06979405879974365
83500,-1.0,2.0,8,0.051886994391679764
84000,-1.0,2.0,10,0.06344512850046158
84500,-1.0,2.0,9,0.07765059173107147
85000,-1.0,2.0,8,0.0681520402431488
85500,-1.0,2.0,10,0.08451303839683533
86000,-1.0,2.0,8,0.047489479184150696
86500,-1.0,2.0,8,0.06030649691820145
87000,-1.0,2.0,8,0.07166381925344467
87500,-1.0,2.0,12,0.07303812354803085
88000,-1.0,2.0,12,0.06299672275781631
88500,-1.0,2.0,10,0.0671570897102356
89000,-1.0,2.0,9,0.05528934672474861
89500,-1.0,2.0,8,0.06306349486112595
90000,-1.0,2.0,8,0.06000610813498497
90500,-1.0,2.0,10,0.06026625633239746
91000,-1.0,2.0,8,0.06601570546627045
91500,-1.0,2.0,9,0.06788180023431778
92000,-0.88,2.12,8,0.06723154336214066
92500,-1.0,2.0,11,0.05315842479467392
93000,-1.0,2.0,8,0.08268580585718155
93500,-0.75,2.25,8,0.05075288563966751
94000,-1.0,2.0,10,0.06518630683422089
94500,-1.0,2.0,8,0.06977075338363647
95000,-1.0,2.0,8,0.057249248027801514
95500,-1.0,2.0,9,0.0600799024105072
96000,-0.91,2.09,11,0.04680121690034866
96500,-1.0,2.0,9,0.05076620355248451
97000,-1.0,2.0,9,0.0591176375746727
97500,-1.0,2.0,9,0.059769488871097565
98000,-1.0,2.0,9,0.05241169035434723
98500,-1.0,2.0,8,0.06251823902130127
99000,-1.0,2.0,9,0.047030769288539886
99500,-1.0,2.0,8,0.06165846064686775
100000,-1.0,2.0,10,0.05538162589073181
100500,-1.0,2.0,8,0.05189875140786171
101000,-1.0,2.0,8,0.0445585772395134
101500,-1.0,2.0,8,0.043026864528656006
102000,-0.92,2.08,13,0.060223616659641266
102500,-1.0,2.0,10,0.06884577870368958
103000,-1.0,2.0,10,0.06788057833909988
103500,-1.0,2.0,9,0.06522635370492935
104000,-0.88,2.12,8,0.08413354307413101
104500,-0.89,2.11,9,0.056522827595472336
105000,-1.0,2.0,9,0.07070401310920715
105500,-0.9,2.1,10,0.06310015916824341
106000,-1.0,2.0,11,0.047607745975255966
106500,-1.0,2.0,11,0.0752907544374466
107000,-1.0,2.0,9,0.07351286709308624
107500,-0.88,2.12,8,0.059936873614788055
108000,-1.0,2.0,9,0.0670514702796936
108500,-1.0,2.0,10,0.07750017195940018
109000,-0.89,2.11,9,0.060030341148376465
109500,-1.0,2.0,8,0.05718459188938141
110000,-1.0,2.0,8,0.04984621703624725
110500,-1.0,2.0,9,0.06079694256186485
111000,-1.0,2.0,8,0.06113433092832565
111500,-1.0,2.0,8,0.07402979582548141
112000,-1.0,2.0,9,0.0578196682035923
112500,-0.88,2.12,8,0.06909365952014923
113000,-1.0,2.0,10,0.06841547042131424
113500,-1.0,2.0,8,0.06756502389907837
114000,-1.0,2.0,8,0.05995061993598938
114500,-1.0,2.0,9,0.059101611375808716
115000,-1.0,2.0,9,0.05675695836544037
115500,-1.0,2.0,9,0.07697299122810364
116000,-0.89,2.11,9,0.060071490705013275
116500,-0.88,2.12,8,0.0703948438167572
117000,-1.0,2.0,8,0.06580709666013718
117500,-1.0,2.0,8,0.08130241185426712
118000,-0.9,2.1,10,0.06275365501642227
118500,-0.9,2.1,10,0.058973368257284164
119000,-1.0,2.0,8,0.06963653862476349
119500,-1.0,2.0,8,0.061761364340782166
120000,-1.0,2.0,8,0.06931176781654358
120500,-1.0,2.0,9,0.04102348908782005
121000,-1.0,2.0,8,0.05345553904771805
121500,-1.0,2.0,8,0.06042129546403885
122000,-1.0,2.0,8,0.05301802605390549
122500,-1.0,2.0,9,0.06355790793895721
123000,-1.0,2.0,10,0.04985850676894188
123500,-1.0,2.0,8,0.04589732736349106
124000,-1.0,2.0,10,0.061187244951725006
124500,-0.89,2.11,9,0.04529225081205368
125000,-1.0,2.0,12,0.05649690330028534
125500,-1.0,2.0,8,0.05356040596961975
126000,-1.0,2.0,9,0.08529676496982574
126500,-1.0,2.0,9,0.051744550466537476
127000,-1.0,2.0,9,0.06120922416448593
127500,-0.89,2.11,9,0.052174609154462814
128000,-1.0,2.0,8,0.07459458708763123
128500,-1.0,2.0,11,0.05869237333536148
129000,-1.0,2.0,9,0.053579673171043396
129500,-1.0,2.0,8,0.07240423560142517
130000,-1.0,2.0,8,0.052559852600097656
130500,-0.89,2.11,9,0.05428723990917206
131000,-1.0,2.0,9,0.05167265981435776
131500,-1.0,2.0,10,0.050793033093214035
132000,-1.0,2.0,8,0.0541207380592823
132500,-1.0,2.0,9,0.05718282610177994
133000,-1.0,2.0,8,0.053088556975126266
133500,-0.88,2.12,8,0.059677403420209885
134000,-1.0,2.0,8,0.06852658092975616
134500,-0.78,2.22,9,0.06453615427017212
135000,-1.0,2.0,9,0.05239700525999069
135500,-1.0,2.0,9,0.0713929533958435
136000,-1.0,2.0,9,0.05671023204922676
136500,-1.0,2.0,9,0.05321985483169556
137000,-1.0,2.0,9,0.05301530659198761
137500,-1.0,2.0,10,0.04832800477743149
138000,-1.0,2.0,10,0.058202482759952545
138500,-1.0,2.0,8,0.061783719807863235
139000,-0.91,2.09,11,0.05897011235356331
139500,-1.0,2.0,9,0.0651111975312233
140000,-1.0,2.0,10,0.06304973363876343
140500,-1.0,2.0,9,0.07024308294057846
141000,-1.0,2.0,8,0.07242098450660706
141500,-1.0,2.0,8,0.056136514991521835
142000,-0.91,2.09,11,0.05865509808063507
142500,-1.0,2.0,10,0.05916794016957283
143000,-1.0,2.0,8,0.05422200262546539
143500,-1.0,2.0,8,0.07045244425535202
144000,-0.75,2.25,8,0.052198875695466995
144500,-1.0,2.0,8,0.06130322068929672
145000,-1.0,2.0,8,0.06901323795318604
145500,-0.78,2.22,9,0.06228362396359444
146000,-1.0,2.0,8,0.06928534060716629
146500,-1.0,2.0,9,0.07140342891216278
147000,-0.89,2.11,9,0.07859393954277039
147500,-1.0,2.0,8,0.05827735736966133
148000,-1.0,2.0,8,0.048312462866306305
148500,-1.0,2.0,8,0.060048751533031464
149000,-1.0,2.0,9,0.07176510989665985
149500,-1.0,2.0,10,0.06266778707504272
150000,-1.0,2.0,8,0.06900732219219208
150500,-0.88,2.12,8,0.06623099744319916
151000,-1.0,2.0,8,0.06397654116153717
151500,-0.88,2.12,8,0.06163831055164337
152000,-1.0,2.0,10,0.05863402038812637
152500,-1.0,2.0,9,0.06042509898543358
153000,-0.88,2.12,8,0.06252577900886536
153500,-1.0,2.0,8,0.05320150777697563
154000,-1.0,2.0,9,0.07282435894012451
154500,-1.0,2.0,9,0.0703829824924469
155000,-1.0,2.0,9,0.06664829701185226
155500,-1.0,2.0,8,0.06470684707164764
156000,-1.0,2.0,9,0.05121690034866333
156500,-0.91,2.09,11,0.06442594528198242
157000,-1.0,2.0,9,0.07771465182304382
157500,-0.9,2.1,10,0.058489229530096054
158000,-1.0,2.0,8,0.0767906978726387
158500,-1.0,2.0,9,0.06151675432920456
159000,-1.0,2.0,10,0.0683923065662384
159500,-1.0,2.0,11,0.06241455674171448
160000,-0.88,2.12,8,0.05510382354259491
160500,-1.0,2.0,9,0.05674450844526291
161000,-1.0,2.0,10,0.062324512749910355
161500,-1.0,2.0,8,0.0638953223824501
162000,-0.88,2.12,8,0.06486674398183823
162500,-0.88,2.12,8,0.066058449447155
163000,-0.9,2.1,10,0.05593647435307503
163500,-1.0,2.0,8,0.054932571947574615
164000,-1.0,2.0,9,0.06117134168744087
164500,-1.0,2.0,8,0.06473591923713684
165000,-1.0,2.0,9,0.06807233393192291
165500,-1.0,2.0,8,0.0590926893055439
166000,-1.0,2.0,9,0.05919773876667023
166500,-1.0,2.0,10,0.06777278333902359
167000,-1.0,2.0,9,0.05193772912025452
167500,-1.0,2.0,8,0.06710158288478851
168000,-1.0,2.0,8,0.06003931537270546
168500,-0.89,2.11,9,0.06477946043014526
169000,-1.0,2.0,9,0.0660790205001831
169500,-1.0,2.0,10,0.06291800737380981
